"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PEY","PowerShares High Yield Equity Dividend Achievers Portfolio","17.21","774450000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pey",
"IPKW","PowerShares International BuyBack Achievers Portfolio","37.55","313542500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ipkw",
"PID","PowerShares International Dividend Achievers Portfolio","15.98","875704000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pid",
"KBWB","PowerShares KBW Bank Portfolio","54.87","1135809000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwb",
"KBWD","PowerShares KBW High Dividend Yield Financial Portfolio","22.64","306772000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwd",
"KBWY","PowerShares KBW Premium Yield Equity REIT Portfolio","31.3101","360066150","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwy",
"KBWP","PowerShares KBW Property & Casualty Insurance Portfolio","61.22","70403000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwp",
"KBWR","PowerShares KBW Regional Banking Portfolio","56.169","168507000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kbwr",
"LDRI","PowerShares LadderRite 0-5 Year Corporate Bond Portfolio","24.44","23218000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ldri",
"LALT","PowerShares Multi-Strategy Alternative Portfolio","22.5","4500000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lalt",
"PNQI","PowerShares Nasdaq Internet Portfolio","126.905","583763000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pnqi",
"PDBC","PowerShares Optimum Yield Diversified Commodity Strategy No K-","18.15","1217937600","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pdbc",
"QQQ","PowerShares QQQ Trust, Series 1","161.37","59610078000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/qqq",
"USLB","PowerShares Russell 1000 Low Beta Equal Weight Portfolio","30.565","151296780.565","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/uslb",
"PSCD","PowerShares S&P SmallCap Consumer Discretionary Portfolio","60.412","69473800","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscd",
"PSCC","PowerShares S&P SmallCap Consumer Staples Portfolio","70.7","45955000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscc",
"PSCE","PowerShares S&P SmallCap Energy Portfolio","14.99","54713500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psce",
"PSCF","PowerShares S&P SmallCap Financials Portfolio","53.4145","224340900","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscf",
"PSCH","PowerShares S&P SmallCap Health Care Portfolio","114.25","417012500","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psch",
"PSCI","PowerShares S&P SmallCap Industrials Portfolio","64.8002","110160340","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psci",
"PSCT","PowerShares S&P SmallCap Information Technology Portfolio","79.205","411866000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psct",
"PSCM","PowerShares S&P SmallCap Materials Portfolio","52.33","31398000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscm",
"PSCU","PowerShares S&P SmallCap Utilities Portfolio","50.83","45747000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pscu",
"VRIG","PowerShares Variable Rate Investment Grade Portfolio","25.18","294606025.18","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/vrig",
"PHO","PowerShares Water Resources Portfolio","30.47","831831000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pho",
"PRAA","PRA Group, Inc.","38.8","1754746490","n/a","2002","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/praa",
"PRAH","PRA Health Sciences, Inc.","87","5549811171","n/a","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/prah",
"PRAN","Prana Biotechnology Ltd","1.989","12937959.684","6504756","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pran",
"PRPO","Precipio, Inc.","0.4811","6125618.7397","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/prpo",
"AIPT","Precision Therapeutics Inc.","0.913","10777118.649","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/aipt",
"PFBC","Preferred Bank","64.55","988814339","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pfbc",
"PLPC","Preformed Line Products Company","66.3","334913588.1","n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/plpc",
"PFBI","Premier Financial Bancorp, Inc.","18.77","200417200.56","n/a","1996","Finance","Major Banks","https://www.nasdaq.com/symbol/pfbi",
"PINC","Premier, Inc.","30.6","1674491639.4","n/a","2013","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/pinc",
"LENS","Presbia PLC","2.49","42733008.99","n/a","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/lens",
"PSDO","Presidio, Inc.","15.99","1470207905.4","n/a","2017","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/psdo",
"PRGX","PRGX Global, Inc.","9.4","210578019.8","n/a","1996","Consumer Services","Diversified Commercial Services","https://www.nasdaq.com/symbol/prgx",
"PSMT","PriceSmart, Inc.","88.95","2705729488.8","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/psmt",
"PNRG","PrimeEnergy Corporation","52.9","115410924.9","n/a","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/pnrg",
"PRMW","Primo Water Corporation","11.97","370639235.61","n/a","2010","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/prmw",
"PRIM","Primoris Services Corporation","26.34","1357315266.48","n/a","n/a","Basic Industries","Water Supply","https://www.nasdaq.com/symbol/prim",
"PVAL","Principal Contrarian Value Index ETF","25.96","5192025.96","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pval",
"PFG","Principal Financial Group Inc","60.65","17456315569.05","n/a","2001","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/pfg",
"BTEC","Principal Healthcare Innovators Index ETF","32.38","53427032.38","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/btec",
"PXUS","Principal International Multi-Factor Index ETF","106.29","15943606.29","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pxus",
"GENY","Principal Millennials Index ETF","35.201","17600535.201","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/geny",
"PSET","Principal Price Setters Index ETF","32.5676","17912212.5676","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pset",
"PY","Principal Shareholder Yield Index ETF","32.02","14409032.02","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/py",
"PMOM","Principal Sustainable Momentum Index ETF","27.41","5482027.41","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pmom",
"USMC","Principal U.S. Mega-Cap Multi-Factor Index ETF","25.53","1650514525.53","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/usmc",
"PSC","Principal U.S. Small-Cap Multi-Factor Index ETF","31.54","359556031.54","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/psc",
"PDEX","Pro-Dex, Inc.","7","30523367","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/pdex",
"IPDN","Professional Diversity Network, Inc.","2.97","12874635.18","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ipdn",
"PFIE","Profire Energy, Inc.","3.27","159675993.33","n/a","n/a","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/pfie",
"PGNX","Progenics Pharmaceuticals Inc.","7.32","531885715.56","n/a","1997","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pgnx",
"PRGS","Progress Software Corporation","37.92","1715197857.12","n/a","1991","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/prgs",
"LUNG","ProLung, Inc.","n/a","0","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/lung",
"PFPT","Proofpoint, Inc.","121.36","6134301273.84","n/a","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/pfpt",
"PRPH","ProPhase Labs, Inc.","2.99","33278377.08","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prph",
"PRQR","ProQR Therapeutics N.V.","3.45","110130434.25","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prqr",
"EQRR","ProShares Equities for Rising Rates ETF","47.394","15403097.394","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/eqrr",
"BIB","ProShares Ultra Nasdaq Biotechnology","53.7","359790000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bib",
"UBIO","Proshares UltraPro Nasdaq Biotechnology","30.59","39764399.85","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ubio",
"TQQQ","ProShares UltraPro QQQ","145.45","3607160000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/tqqq",
"ZBIO","ProShares UltraPro Short NASDAQ Biotechnology","10.4","4160010.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/zbio",
"SQQQ","ProShares UltraPro Short QQQ","17.66","430644274.38","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sqqq",
"BIS","ProShares UltraShort Nasdaq Biotechnology","21.24","32603357.52","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bis",
"PSEC","Prospect Capital Corporation","6.45","2331851394.6","n/a","2004","n/a","n/a","https://www.nasdaq.com/symbol/psec",
"PTGX","Protagonist Therapeutics, Inc.","8.94","188667748.5","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptgx",
"PRTO","Proteon Therapeutics, Inc.","2.45","43303086.05","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/prto",
"PTI","Proteostasis Therapeutics, Inc.","5.05","174136998.7","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pti",
"PRTA","Prothena Corporation plc","37.97","1464291331.16","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/prta",
"PVBC","Provident Bancorp, Inc.","24.7","237823851.2","n/a","2015","Finance","Savings Institutions","https://www.nasdaq.com/symbol/pvbc",
"PROV","Provident Financial Holdings, Inc.","17.89","133777412.64","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/prov",
"PBIP","Prudential Bancorp, Inc.","17.78","159687798.48","n/a","n/a","Finance","Banks","https://www.nasdaq.com/symbol/pbip",
"PMD","Psychemedics Corporation","21.0099","115387484.3247","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/pmd",
"PTC","PTC Inc.","80.45","9355082393.5","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ptc",
"PTCT","PTC Therapeutics, Inc.","26.48","1106749791.76","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ptct",
"PULM","Pulmatrix, Inc.","0.495","19349629.2","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pulm",
"PLSE","Pulse Biosciences, Inc","20.1","338507557.2","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/plse",
"PBYI","Puma Biotechnology Inc","66.4","2504589673.6","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/pbyi",
"PACQU","Pure Acquisition Corp.","10.12","49537227.96","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pacqu",
"PCYO","Pure Cycle Corporation","9.2","218629701.6","n/a","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/pcyo",
"PRPL","Purple Innovation, Inc.","8.12","436483884.76","n/a","2015","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/prpl",
"PRPLW","Purple Innovation, Inc.","0.75","0","n/a","2015","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/prplw",
"PXS","Pyxis Tankers Inc.","1.17","24427134.81","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/pxs",
"QADA","QAD Inc.","44.7","860271436.2","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","34.1999","658192328.6554","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qadb",
"QCRH","QCR Holdings, Inc.","44.3","617171120.4","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/qcrh",
"QGEN","Qiagen N.V.","32.82","7435595981.1","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/qgen",
"QIWI","QIWI plc","15.83","712725281.81","45023707","2013","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/qiwi",
"QRVO","Qorvo, Inc.","72.55","9177110607.45","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/qrvo",
"QCOM","QUALCOMM Incorporated","55.73","82500646597.54","n/a","1991","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/qcom",
"QSII","Quality Systems, Inc.","13.28","846120924","n/a","1982","Technology","EDP Services","https://www.nasdaq.com/symbol/qsii",
"QBAK","Qualstar Corporation","10.96","22418888.24","n/a","2000","Technology","Electronic Components","https://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","76.95","2972458611.9","n/a","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qlys",
"QTNA","Quantenna Communications, Inc.","13.86","499082577.84","n/a","2016","Technology","Semiconductors","https://www.nasdaq.com/symbol/qtna",
"QTRX","Quanterix Corporation","15.57","341567030.7","n/a","2017","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/qtrx",
"QTRH","Quarterhill Inc.","1.54","182733703.46","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/qtrh",
"QRHC","Quest Resource Holding Corporation.","1.88","28768615.4","n/a","n/a","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/qrhc",
"QUIK","QuickLogic Corporation","1.38","111187342.44","n/a","1999","Technology","Semiconductors","https://www.nasdaq.com/symbol/quik",
"QDEL","Quidel Corporation","55.77","1943721415.35","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/qdel",
"QNST","QuinStreet, Inc.","10.78","498403932.18","n/a","2010","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/qnst",
"QUMU","Qumu Corporation","1.81","16973812.57","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/qumu",
"QTNT","Quotient Limited","4.5","205146409.5","n/a","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/qtnt",
"QRTEA","Qurate Retail Group, Inc.","24.68","11783834768.56","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/qrtea",
"QRTEB","Qurate Retail Group, Inc.","25.25","12055989785.5","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/qrteb",
"RRD","R.R. Donnelley & Sons Company","8.9","625846362.4","n/a","n/a","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/rrd",
"RCM","R1 RCM Inc.","7.28","757604280.16","n/a","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/rcm",
"RARX","Ra Pharmaceuticals, Inc.","5.78","186617033.52","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rarx",
"RADA","RADA Electronic Industries Ltd.","2.44","80234310.16","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/rada",
"RDCM","Radcom Ltd.","18.3","247658603.1","n/a","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/rdcm",
"RSYS","RadiSys Corporation","0.7055","27804461.2055","n/a","1995","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/rsys",
"RDUS","Radius Health, Inc.","34","1532601272","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rdus",
"RDNT","RadNet, Inc.","14.1","680072849.7","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/rdnt",
"RDWR","Radware Ltd.","22.15","986692460.25","n/a","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rdwr",
"METC","Ramaco Resources, Inc.","6.42","257298185.58","n/a","2017","Energy","Coal Mining","https://www.nasdaq.com/symbol/metc",
"RMBS","Rambus, Inc.","13.81","1526469085.05","n/a","1997","Technology","Semiconductors","https://www.nasdaq.com/symbol/rmbs",
"RAND","Rand Capital Corporation","2.5884","16363833.7392","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/rand",
"GOLD","Randgold Resources Limited","82.26","3055475722.5","37144125","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/gold",
"RNDB","Randolph Bancorp, Inc.","16.4325","99084294.12","n/a","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/rndb",
"RPD","Rapid7, Inc.","27.79","1278733367.45","n/a","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rpd",
"RAVE","Rave Restaurant Group, Inc.","1.25","18620260","n/a","n/a","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/rave",
"RAVN","Raven Industries, Inc.","35.35","1266883798.95","n/a","n/a","Capital Goods","Specialty Chemicals","https://www.nasdaq.com/symbol/ravn",
"RBB","RBB Bancorp","27.8","452832198.4","n/a","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/rbb",
"ROLL","RBC Bearings Incorporated","123.57","3001451167.17","n/a","2005","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/roll",
"RICK","RCI Hospitality Holdings, Inc.","27.78","269985791.58","n/a","1995","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/rick",
"RCMT","RCM Technologies, Inc.","5.65","69154632.7","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/rcmt",
"RDI","Reading International Inc","16.3","377806387.8","n/a","n/a","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/rdi",
"RDIB","Reading International Inc","27.66","621868854.3","n/a","n/a","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/rdib",
"RGSE","Real Goods Solar, Inc.","0.8535","8835299.7075","n/a","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/rgse",
"BLCN","Reality Shares Nasdaq NextGen Economy ETF","22.63","122767772.63","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/blcn",
"RNWK","RealNetworks, Inc.","3.11","116131713.57","n/a","1997","Technology","EDP Services","https://www.nasdaq.com/symbol/rnwk",
"RP","RealPage, Inc.","52.9","4395655354.6","n/a","2010","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rp",
"RETA","Reata Pharmaceuticals, Inc.","21.26","0","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/reta",
"RCON","Recon Technology, Ltd.","1.37","25044078.13","n/a","2009","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/rcon",
"REPH","Recro Pharma, Inc.","11.02","214875277.28","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/reph",
"RRGB","Red Robin Gourmet Burgers, Inc.","60.85","789314497.15","n/a","2002","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/rrgb",
"RRR","Red Rock Resorts, Inc.","28.83","3349605881.22","n/a","2016","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/rrr",
"RDVT","Red Violet, Inc.","7.85","80592904.2","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rdvt",
"RDFN","Redfin Corporation","22.81","1865359145.3","n/a","2017","Finance","Real Estate","https://www.nasdaq.com/symbol/rdfn",
"RDHL","Redhill Biopharma Ltd.","5.04","73004153.04","14484951","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rdhl",
"REGN","Regeneron Pharmaceuticals, Inc.","321.56","34630982364.88","n/a","1991","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/regn",
"RGNX","REGENXBIO Inc.","34.6","1095266217.8","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/rgnx",
"RGLS","Regulus Therapeutics Inc.","0.64","66533825.92","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rgls",
"REIS","Reis, Inc","21.05","243542016.6","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/reis",
"RBNC","Reliant Bancorp, Inc.","23.04","264489684.48","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/rbnc",
"RELV","Reliv&#39; International, Inc.","4.94","9115090.4","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/relv",
"MARK","Remark Holdings, Inc.","5.78","189829066.22","n/a","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/mark",
"RNST","Renasant Corporation","44.4","2193048223.2","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/rnst",
"REGI","Renewable Energy Group, Inc.","13.5","524300175","n/a","2012","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/regi",
"ABAC","Renmin Tianli Group, Inc.","2.53","20198874.85","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/abac",
"RCII","Rent-A-Center Inc.","10.23","546421496.28","n/a","1995","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/rcii",
"RGEN","Repligen Corporation","37.35","1628029317.15","n/a","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/rgen",
"RBCAA","Republic Bancorp, Inc.","38.57","804253810.29","n/a","1998","Finance","Major Banks","https://www.nasdaq.com/symbol/rbcaa",
"FRBK","Republic First Bancorp, Inc.","8.2","467542999.8","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/frbk",
"REFR","Research Frontiers Incorporated","1.04","25005599.84","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/refr",
"RSLS","ReShape Lifesciences Inc.","0.6574","20351206.0862","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/rsls",
"RESN","Resonant Inc.","3.79","100531398.65","n/a","2014","Technology","Semiconductors","https://www.nasdaq.com/symbol/resn",
"RECN","Resources Connection, Inc.","15.35","483762372.4","n/a","2000","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/recn",
"HAIR","Restoration Robotics, Inc.","4.89","141517978.98","n/a","2017","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/hair",
"TORC","resTORbio, Inc.","8.97","251575445.55","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/torc",
"ROIC","Retail Opportunity Investments Corp.","16.99","1912138275.75","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/roic",
"RETO","ReTo Eco-Solutions, Inc.","7.42","165762800","n/a","2017","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/reto",
"RTRX","Retrophin, Inc.","27.19","1083754654.25","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rtrx",
"RVNC","Revance Therapeutics, Inc.","32.75","1202992617.25","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rvnc",
"RVEN","Reven Housing REIT, Inc.","2.98","32093199.4","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rven",
"RVLT","Revolution Lighting Technologies, Inc.","3.59","80266594.97","n/a","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/rvlt",
"RWLK","ReWalk Robotics Ltd","1.075","32257068.125","n/a","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/rwlk",
"RFIL","RF Industries, Ltd.","5.8","52050922.6","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/rfil",
"RGCO","RGC Resources Inc.","24.27","176573763.84","n/a","n/a","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/rgco",
"RYTM","Rhythm Pharmaceuticals, Inc.","22.16","604616542.4","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rytm",
"RBBN","Ribbon Communications Inc. ","5.27","537163511.2","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/rbbn",
"RIBT","RiceBran Technologies","1.61","29267745.64","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ribt",
"RIBTW","RiceBran Technologies","0.0987","0","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ribtw",
"RELL","Richardson Electronics, Ltd.","8.56","110650523.28","n/a","1983","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/rell",
"RIGL","Rigel Pharmaceuticals, Inc.","3.95","582108071.4","n/a","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rigl",
"RNET","RigNet, Inc.","14.2","261289187.4","n/a","2010","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/rnet",
"RMNI","Rimini Street, Inc.","7.99","474692419.84","n/a","2015","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rmni",
"RIOT","Riot Blockchain, Inc","7.75","102126516.25","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/riot",
"REDU","RISE Education Cayman Ltd","15.04","190256000","12650000","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/redu",
"RTTR","Ritter Pharmaceuticals, Inc.","2.96","14624329.92","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rttr",
"RVSB","Riverview Bancorp Inc","9.25","208767162.75","n/a","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/rvsb",
"RLJE","RLJ Entertainment, Inc.","4.96","72240802.88","n/a","n/a","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/rlje",
"RMGN","RMG Networks Holding Corporation","1.17","13052820.69","n/a","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rmgn",
"ROBO","ROBO Global Robotics and Automation Index ETF","41.87","192602000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/robo",
"RCKT","Rocket Pharmaceuticals, Inc.","16.39","645799156.97","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rckt",
"RMTI","Rockwell Medical, Inc.","5.81","300774543.44","n/a","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/rmti",
"RCKY","Rocky Brands, Inc.","21.5","159331361.5","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/rcky",
